07	40.00021	116.42681	1	0
11	39.99748	116.42822	1	0
19	40.00139	116.42896	0	0
05	39.99929	116.45121	0	0
09	39.99555	116.44291	1	0
07	40.02430	116.43911	1	0
18	39.99536	116.42374	0	1
11	40.01001	116.45423	1	0
20	40.00513	116.42411	0	0
11	40.02367	116.44850	0	0
08	40.01331	116.43785	0	1
16	40.01218	116.45469	0	0
21	40.01221	116.45716	0	1
21	40.00622	116.44896	1	0
12	40.00490	116.42512	1	0
19	39.99420	116.44496	0	0
17	40.01150	116.43622	0	1
19	40.01105	116.45679	0	0
10	40.02361	116.43230	1	0
15	40.00455	116.42678	1	0
07	39.99999	116.42600	1	0
11	40.00445	116.44586	1	0
12	39.99964	116.44879	0	0
20	40.01124	116.45384	0	0
07	40.00959	116.44774	0	0
23	40.02216	116.42441	0	0
12	40.00018	116.42991	0	1
19	40.02583	116.42772	1	0
18	40.02582	116.43510	1	0
14	40.00866	116.45297	0	0
07	40.02606	116.43569	0	0
03	40.00935	116.45283	0	1
20	39.99430	116.44509	0	0
20	39.99609	116.42731	0	0
10	40.02010	116.43159	1	0
14	40.02698	116.42964	1	0
22	40.02499	116.44268	0	0
15	39.99634	116.43015	1	0
17	40.01332	116.43085	0	0
19	39.99471	116.44561	0	0
13	40.02104	116.42425	0	0
11	39.99588	116.43394	0	1
07	40.02127	116.45839	1	0
21	40.01893	116.44738	1	0
20	40.02169	116.45665	1	0
08	39.99557	116.43179	1	0
21	40.02283	116.42444	1	0
12	40.02645	116.43103	1	0
07	39.99624	116.43075	1	0
08	39.99887	116.42600	1	0
08	40.02433	116.42626	0	0
07	40.00437	116.45121	0	0
07	40.02496	116.43324	1	0
22	40.00460	116.42797	1	0
19	40.02212	116.45746	0	0
06	39.99780	116.42850	1	0
10	40.02215	116.42762	1	0
14	40.00478	116.44451	0	0
14	39.99912	116.42885	1	0
07	39.99694	116.43368	0	0
15	40.02331	116.43093	1	0
20	40.00964	116.42841	0	0
17	40.01721	116.45435	0	0
19	40.01663	116.42549	0	0
22	39.99442	116.44491	1	0
15	40.00375	116.42499	0	0
16	40.00021	116.45161	0	0
08	40.02613	116.43558	0	0
18	39.99579	116.43194	1	0
20	40.02086	116.43211	1	0
13	40.01312	116.43311	0	0
07	39.99971	116.42921	1	0
21	39.99936	116.42805	0	1
06	40.00399	116.42805	1	0
08	40.00273	116.42918	0	0
05	40.02620	116.43674	1	0
07	40.00015	116.42969	1	0
07	40.00278	116.42593	1	0
06	40.00586	116.45253	0	0
15	39.99635	116.42798	1	0
19	40.00534	116.42624	1	0
10	39.99682	116.42763	0	0
06	39.99483	116.44769	1	0
10	39.99589	116.43323	1	0
07	40.01257	116.45737	0	0
13	39.99733	116.42812	1	0
17	39.99534	116.42424	1	0
18	40.02594	116.43639	1	0
21	39.99769	116.42698	0	0
11	40.02423	116.43427	0	1
06	39.99789	116.44976	1	0
18	40.00711	116.45421	0	0
04	40.00109	116.42717	1	0
22	40.02348	116.42427	1	0
12	40.02424	116.42689	0	0
20	40.02706	116.42816	0	0
21	40.02313	116.44650	0	0
08	40.00062	116.42783	1	0
19	40.00091	116.45188	1	0
17	39.99636	116.42431	1	0
17	40.00728	116.45474	1	0
22	40.00953	116.42848	0	0
11	39.99560	116.42692	1	0
06	40.01924	116.46000	1	0
17	40.00254	116.42582	0	0
18	40.00901	116.44758	0	0
19	40.02228	116.46163	0	1
09	40.00041	116.43122	0	0
23	39.99472	116.44438	1	0
07	39.99831	116.43294	1	0
20	39.99808	116.43262	0	1
09	40.00303	116.42844	0	0
21	40.01331	116.43315	0	0
23	39.99571	116.42457	0	0
20	40.02156	116.44785	0	1
06	40.00378	116.43673	1	0
12	39.99912	116.42816	0	1
17	40.00360	116.42489	0	1
11	39.99784	116.42435	1	0
06	40.00388	116.42565	0	0
09	40.01003	116.43253	1	0
22	40.02470	116.43614	1	0
17	40.00670	116.44418	0	0
17	39.99533	116.43845	0	1
07	40.02530	116.43641	0	1
07	39.99872	116.44839	1	0
06	40.00509	116.42421	1	0
17	40.00240	116.43035	0	1
16	40.00006	116.43191	1	0
